total_budget,budget_instagram,pct_instagram,budget_google,pct_google,budget_tiktok,pct_tiktok,budget_facebook,pct_facebook,budget_youtube,pct_youtube,budget_linkedin,pct_linkedin,aov,creative_quality,campaign_days,target_margin,age,gender,income_level,conversions,revenue,instagram_impr,instagram_clicks,instagram_conv,instagram_rev,google_impr,google_clicks,google_conv,google_rev,tiktok_impr,tiktok_clicks,tiktok_conv,tiktok_rev,facebook_impr,facebook_clicks,facebook_conv,facebook_rev,youtube_impr,youtube_clicks,youtube_conv,youtube_rev,linkedin_impr,linkedin_clicks,linkedin_conv,linkedin_rev
68.73,2.71,0.0394,13.3,0.1935,17.3,0.2517,15.76,0.2293,10.2,0.1484,9.45,0.1375,16.76,0.813,13,0.151,59,woman,high,28.361,475.33,1468.52,28.36,1.066,17.86,5561.6,171.04,9.304,155.94,12698.18,362.8,10.131,169.8,7773.5,179.46,5.841,97.9,3605.0,61.3,1.417,23.75,3123.55,38.47,0.601,10.08
50.03,17.57,0.3512,4.31,0.0861,7.75,0.1549,3.49,0.0698,2.04,0.0408,14.86,0.297,11.9,0.697,1,0.473,79,man,high,17.062,203.04,8921.95,199.29,7.842,93.32,1724.9,52.64,3.003,35.73,4966.36,124.91,4.317,51.37,1789.01,31.11,0.878,10.45,716.37,11.59,0.236,2.81,4615.77,52.48,0.786,9.35
19.64,5.4,0.2749,5.51,0.2805,3.06,0.1558,3.02,0.1538,1.27,0.0647,1.39,0.0708,20.24,0.945,2,0.456,40,woman,high,11.114,224.95,2736.95,66.29,2.831,57.3,2411.48,84.95,5.064,102.49,2021.67,63.43,1.965,39.77,1576.12,35.16,1.012,20.48,456.8,7.99,0.144,2.91,496.09,6.31,0.099,1.99
4.62,0.71,0.1537,0.69,0.1494,1.09,0.2359,0.13,0.0281,1.66,0.3593,0.34,0.0736,7.17,0.866,1,0.322,66,woman,low,1.787,12.81,397.09,8.69,0.366,2.63,271.03,7.39,0.473,3.39,693.87,19.81,0.645,4.62,63.19,1.07,0.031,0.22,674.77,11.72,0.254,1.82,104.75,1.16,0.018,0.13
7.59,1.85,0.2437,3.03,0.3992,0.14,0.0184,0.43,0.0567,1.33,0.1752,0.81,0.1067,14.17,0.479,20,0.442,48,man,low,3.222,45.65,950.08,17.54,0.641,9.08,1278.0,34.87,2.191,31.05,96.97,2.4,0.082,1.16,225.78,4.05,0.12,1.7,510.03,7.19,0.144,2.04,262.84,2.72,0.043,0.61
1.81,0.71,0.3923,0.45,0.2486,0.25,0.1381,0.14,0.0773,0.2,0.1105,0.07,0.0387,17.97,0.704,28,0.348,61,man,low,0.779,14.0,356.19,7.21,0.34,6.1,185.24,5.23,0.255,4.58,169.85,3.38,0.121,2.18,62.85,1.14,0.035,0.62,71.53,1.16,0.025,0.46,22.37,0.19,0.003,0.06
2.12,0.34,0.1604,0.29,0.1368,0.0,0.0,0.0,0.0,1.17,0.5519,0.31,0.1462,4.97,0.629,20,0.376,18,woman,low,0.435,2.16,187.59,3.58,0.136,0.68,110.36,3.5,0.16,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.29,7.07,0.125,0.62,94.42,0.94,0.014,0.07
100.34,32.0,0.3189,26.84,0.2675,10.53,0.1049,1.79,0.0178,26.04,0.2595,3.13,0.0312,22.93,0.836,22,0.374,57,woman,low,46.913,1075.73,18078.07,390.81,15.54,356.34,11850.94,404.29,21.498,492.95,7132.21,193.6,6.567,150.58,916.87,17.19,0.449,10.29,8951.22,137.76,2.691,61.7,946.36,11.13,0.169,3.87
8.93,0.45,0.0504,0.61,0.0683,0.63,0.0705,2.17,0.243,1.98,0.2217,3.1,0.3471,18.52,0.897,3,0.518,70,man,all,2.255,41.77,263.81,5.07,0.199,3.68,253.96,8.89,0.479,8.88,456.72,11.81,0.47,8.71,1125.69,22.05,0.695,12.87,725.51,12.09,0.237,4.39,940.13,11.45,0.175,3.24
127.21,32.87,0.2584,0.76,0.006,18.42,0.1448,18.49,0.1454,30.62,0.2407,26.05,0.2048,5.51,0.581,24,0.178,61,woman,high,36.101,198.91,18389.84,330.39,13.196,72.71,298.75,9.66,0.543,2.99,13471.81,332.82,11.735,64.66,8205.74,147.41,4.741,26.12,12160.44,207.16,4.38,24.13,8090.31,102.55,1.506,8.3
9.21,1.66,0.1802,0.77,0.0836,2.99,0.3246,1.79,0.1944,1.58,0.1716,0.43,0.0467,17.31,0.579,22,0.164,38,man,low,3.865,66.9,951.51,17.64,0.68,11.77,300.88,8.83,0.526,9.1,2034.98,47.68,1.891,32.72,940.77,17.1,0.567,9.82,625.89,9.93,0.18,3.11,136.1,1.52,0.021,0.37
28.51,12.86,0.4511,1.38,0.0484,4.48,0.1571,2.07,0.0726,3.33,0.1168,4.39,0.154,14.28,0.716,4,0.582,29,woman,all,13.855,197.85,7700.14,174.94,7.918,113.07,560.47,18.97,1.185,16.92,3380.62,99.31,3.613,51.6,982.44,18.62,0.534,7.63,1235.9,21.05,0.395,5.64,1412.85,13.78,0.21,2.99
5.0,2.64,0.528,0.91,0.182,0.07,0.014,0.53,0.106,0.03,0.006,0.82,0.164,20.1,0.663,13,0.164,39,all,all,2.189,44.01,1489.67,33.17,1.282,25.77,347.33,11.17,0.664,13.34,49.08,1.36,0.048,0.97,252.22,4.98,0.151,3.03,10.98,0.17,0.003,0.07,280.61,3.14,0.041,0.82
56.42,5.02,0.089,10.63,0.1884,26.68,0.4729,8.3,0.1471,3.69,0.0654,2.11,0.0374,22.45,0.791,2,0.496,80,woman,all,30.774,690.88,2532.8,51.91,2.182,48.99,4359.24,131.09,8.132,182.57,19143.29,483.12,17.889,401.62,4242.49,69.71,1.948,43.73,1294.01,23.09,0.48,10.78,658.7,8.6,0.142,3.19
18.29,6.73,0.368,5.11,0.2794,1.01,0.0552,0.3,0.0164,1.69,0.0924,3.45,0.1886,11.84,0.711,28,0.134,48,man,low,7.736,91.6,4028.98,86.36,3.015,35.7,2095.29,65.4,3.786,44.83,647.69,13.78,0.473,5.6,130.63,2.45,0.08,0.95,667.17,10.11,0.192,2.27,1163.46,11.63,0.19,2.25
5.29,1.19,0.225,0.22,0.0416,0.05,0.0095,1.72,0.3251,0.57,0.1078,1.54,0.2911,15.79,0.667,22,0.556,67,man,high,1.503,23.73,654.85,14.15,0.583,9.21,88.11,2.85,0.164,2.58,33.77,0.96,0.032,0.51,787.47,17.11,0.545,8.6,239.75,4.06,0.078,1.23,501.68,6.14,0.101,1.6
1.57,0.15,0.0955,0.05,0.0318,0.11,0.0701,0.35,0.2229,0.51,0.3248,0.4,0.2548,13.02,0.783,24,0.375,35,man,low,0.378,4.93,77.7,1.63,0.067,0.87,21.51,0.67,0.042,0.55,78.97,2.03,0.066,0.86,178.08,3.59,0.113,1.47,216.98,3.31,0.069,0.9,126.64,1.42,0.021,0.28
8.15,0.99,0.1215,2.35,0.2883,3.24,0.3975,0.52,0.0638,0.53,0.065,0.53,0.065,4.97,0.749,26,0.145,70,woman,high,4.588,22.8,612.66,12.73,0.503,2.5,953.77,31.56,1.897,9.43,2044.94,57.34,1.943,9.66,255.23,5.07,0.161,0.8,184.95,3.15,0.057,0.28,158.1,1.72,0.026,0.13
111.6,19.16,0.1717,9.16,0.0821,55.14,0.4941,6.32,0.0566,2.09,0.0187,19.74,0.1769,9.33,0.689,9,0.106,63,woman,high,51.681,482.19,10484.27,249.13,9.895,92.32,3379.82,101.01,5.987,55.86,39413.87,1129.74,32.456,302.82,3378.23,66.95,2.258,21.07,777.96,11.79,0.213,1.99,5726.72,62.83,0.871,8.13
10.38,2.55,0.2457,4.62,0.4451,1.03,0.0992,0.42,0.0405,0.21,0.0202,1.55,0.1493,1.19,0.682,20,0.167,47,man,high,5.405,6.43,1365.61,29.83,0.999,1.19,1968.89,56.62,3.614,4.3,775.37,17.86,0.572,0.68,207.88,4.08,0.114,0.14,79.65,1.26,0.026,0.03,477.1,5.5,0.081,0.1
1.83,0.51,0.2787,0.4,0.2186,0.26,0.1421,0.13,0.071,0.49,0.2678,0.05,0.0273,11.63,0.884,23,0.096,13,woman,all,0.851,9.9,278.87,5.85,0.254,2.95,182.52,5.43,0.333,3.87,172.83,4.6,0.154,1.79,63.72,1.27,0.04,0.47,194.76,3.29,0.068,0.79,16.25,0.16,0.003,0.03
3.6,0.59,0.1639,0.64,0.1778,0.78,0.2167,0.45,0.125,0.04,0.0111,1.1,0.3056,5.52,0.743,22,0.258,57,man,all,1.571,8.67,332.04,6.87,0.298,1.64,245.45,8.05,0.475,2.62,528.78,13.81,0.583,3.22,210.79,4.78,0.14,0.77,15.29,0.25,0.005,0.03,377.86,4.63,0.069,0.38
11.13,0.2,0.018,2.3,0.2066,0.6,0.0539,4.81,0.4322,1.51,0.1357,1.72,0.1545,9.66,0.51,21,0.29,74,woman,low,3.491,33.73,113.85,2.22,0.091,0.88,908.88,25.09,1.605,15.51,407.55,9.94,0.374,3.62,2246.3,38.89,1.196,11.56,539.02,7.31,0.149,1.44,626.87,6.18,0.075,0.73
7.19,2.19,0.3046,3.23,0.4492,1.13,0.1572,0.44,0.0612,0.05,0.007,0.14,0.0195,2.89,0.933,12,0.344,16,man,high,4.806,13.89,1260.65,31.4,1.243,3.59,1262.41,46.47,2.64,7.63,854.83,24.98,0.807,2.33,212.02,3.86,0.105,0.3,20.33,0.29,0.006,0.02,44.25,0.48,0.005,0.02
1.98,0.16,0.0808,0.11,0.0556,0.24,0.1212,0.55,0.2778,0.78,0.3939,0.14,0.0707,2.51,0.823,20,0.45,28,man,all,0.572,1.43,88.62,1.76,0.066,0.16,43.6,1.36,0.087,0.22,169.97,4.81,0.162,0.41,269.71,4.51,0.14,0.35,316.87,5.48,0.112,0.28,40.17,0.4,0.006,0.01
202.18,22.64,0.112,66.78,0.3303,20.84,0.1031,45.37,0.2244,17.9,0.0885,28.64,0.1417,21.47,0.41,10,0.496,72,all,low,84.505,1814.32,14485.89,263.55,11.261,241.78,29076.5,909.18,47.412,1017.94,15040.42,290.55,10.007,214.85,24346.66,378.35,12.928,277.56,7830.27,101.72,1.71,36.72,8707.02,89.58,1.187,25.47
13.46,3.61,0.2682,1.51,0.1122,2.48,0.1842,1.32,0.0981,1.52,0.1129,3.03,0.2251,17.91,0.744,7,0.396,51,woman,low,5.059,90.6,1861.4,37.29,1.451,25.99,604.87,17.47,1.161,20.8,1654.55,46.93,1.631,29.2,744.84,14.63,0.458,8.2,581.53,9.61,0.195,3.49,1022.82,11.17,0.163,2.91
2.34,1.14,0.4872,0.29,0.1239,0.01,0.0043,0.57,0.2436,0.29,0.1239,0.04,0.0171,21.4,0.654,4,0.482,20,man,high,1.062,22.73,689.11,16.49,0.638,13.65,129.34,4.41,0.254,5.44,7.3,0.21,0.008,0.17,285.33,5.12,0.126,2.69,119.83,1.87,0.033,0.71,13.33,0.16,0.003,0.06
42.73,1.1,0.0257,2.37,0.0555,4.69,0.1098,6.98,0.1634,2.96,0.0693,24.63,0.5764,12.39,0.84,1,0.473,72,man,high,9.541,118.21,623.58,13.22,0.574,7.11,1010.06,32.65,1.921,23.8,3089.59,84.16,3.102,38.44,3806.3,74.02,2.216,27.45,1104.89,18.8,0.387,4.8,7194.6,81.01,1.34,16.61
63.04,1.88,0.0298,5.09,0.0807,30.05,0.4767,10.71,0.1699,14.65,0.2324,0.67,0.0106,1.73,0.911,9,0.535,63,woman,high,26.173,45.28,1015.45,23.37,0.921,1.59,2095.51,70.33,4.137,7.16,18222.06,444.26,16.246,28.1,5269.89,113.11,3.291,5.69,4992.33,74.24,1.532,2.65,238.36,2.63,0.046,0.08
1.9,0.24,0.1263,0.01,0.0053,0.18,0.0947,0.54,0.2842,0.32,0.1684,0.6,0.3158,18.97,0.683,1,0.168,45,man,low,0.424,8.04,129.41,2.39,0.108,2.04,3.99,0.13,0.009,0.17,130.61,2.5,0.084,1.59,264.25,5.57,0.161,3.06,114.55,1.71,0.03,0.57,194.71,2.03,0.032,0.6
2.56,0.77,0.3008,0.5,0.1953,0.21,0.082,0.45,0.1758,0.61,0.2383,0.02,0.0078,12.13,0.753,12,0.282,72,man,all,1.193,14.47,501.4,9.12,0.34,4.13,210.77,7.75,0.513,6.23,150.37,4.12,0.132,1.6,240.59,4.4,0.132,1.6,229.28,4.23,0.075,0.91,5.94,0.08,0.001,0.02
6.95,0.85,0.1223,0.34,0.0489,0.25,0.036,0.73,0.105,0.85,0.1223,3.92,0.564,3.58,0.755,6,0.156,59,man,low,1.255,4.49,479.87,9.09,0.356,1.28,146.21,4.53,0.276,0.99,165.01,4.42,0.163,0.58,371.61,6.92,0.181,0.65,330.08,4.11,0.08,0.29,1292.92,14.48,0.2,0.72
98.85,1.78,0.018,33.45,0.3384,1.48,0.015,31.73,0.321,17.87,0.1808,12.56,0.1271,16.04,0.5,2,0.453,23,woman,low,34.785,557.95,1002.93,17.52,0.691,11.08,12778.88,369.02,22.163,355.5,932.11,20.58,0.646,10.37,17155.06,299.08,9.092,145.84,6170.58,88.75,1.718,27.55,4009.07,36.52,0.475,7.61
155.19,68.34,0.4404,18.74,0.1208,17.61,0.1135,3.45,0.0222,19.66,0.1267,27.39,0.1765,12.72,0.963,24,0.132,48,man,all,60.106,764.55,38719.55,763.09,27.869,354.49,7439.16,258.81,15.148,192.69,13366.22,327.6,11.1,141.19,1614.26,34.8,1.025,13.04,8348.9,143.21,3.388,43.1,9833.42,110.18,1.576,20.05
50.73,3.03,0.0597,18.47,0.3641,1.33,0.0262,15.91,0.3136,5.03,0.0992,6.96,0.1372,23.19,0.984,12,0.139,58,woman,high,23.286,539.99,1724.63,41.83,1.869,43.35,6994.89,265.11,13.828,320.66,821.9,22.83,0.737,17.1,8635.01,182.88,5.684,131.81,1919.85,36.17,0.7,16.24,2177.72,27.61,0.467,10.83
7.01,0.21,0.03,0.48,0.0685,1.02,0.1455,1.64,0.234,1.71,0.2439,1.95,0.2782,4.45,0.359,4,0.296,46,all,high,1.912,8.51,115.73,2.38,0.081,0.36,181.01,4.82,0.262,1.17,801.95,20.81,0.842,3.75,868.14,15.23,0.437,1.94,676.56,10.46,0.206,0.92,591.3,6.28,0.083,0.37
85.02,4.88,0.0574,14.9,0.1753,14.99,0.1763,3.5,0.0412,46.66,0.5488,0.08,0.0009,13.58,0.691,15,0.341,54,man,all,26.722,362.88,2582.01,46.0,1.931,26.23,6389.91,175.8,9.266,125.84,10579.43,256.23,10.005,135.87,1608.16,28.87,0.866,11.76,16323.25,237.43,4.649,63.13,24.36,0.28,0.004,0.05
86.2,9.75,0.1131,40.25,0.4669,2.58,0.0299,5.19,0.0602,2.32,0.0269,26.11,0.3029,13.53,0.671,5,0.115,24,woman,low,36.754,497.28,5330.2,110.7,3.85,52.09,16518.92,463.85,28.168,381.11,1692.58,42.06,1.613,21.82,2829.42,56.12,1.85,25.03,924.45,12.64,0.223,3.01,7898.48,72.37,1.05,14.21
5.1,0.49,0.0961,1.14,0.2235,0.52,0.102,1.06,0.2078,0.31,0.0608,1.58,0.3098,19.39,0.923,28,0.428,16,woman,low,1.883,36.52,258.36,5.92,0.247,4.79,468.52,16.0,0.956,18.54,331.44,9.66,0.304,5.9,521.7,10.02,0.284,5.5,109.84,1.44,0.031,0.6,484.32,4.06,0.061,1.19
27.31,1.8,0.0659,7.75,0.2838,1.55,0.0568,7.6,0.2783,7.97,0.2918,0.64,0.0234,6.5,0.777,21,0.211,30,man,high,12.394,80.56,1021.97,24.35,0.851,5.53,2998.3,117.31,7.366,47.88,1152.5,35.2,1.263,8.21,3742.18,70.46,1.921,12.49,2812.28,48.49,0.963,6.26,202.78,2.02,0.03,0.2
83.22,9.28,0.1115,23.34,0.2805,13.56,0.1629,1.62,0.0195,10.78,0.1295,24.64,0.2961,20.54,0.863,10,0.317,42,woman,high,38.348,787.68,5696.05,122.61,5.282,108.49,10508.78,346.78,21.471,441.02,9418.63,240.48,8.277,170.01,815.14,16.07,0.541,11.1,4244.26,68.56,1.256,25.79,8093.28,98.34,1.522,31.27
198.96,41.09,0.2065,20.78,0.1044,18.13,0.0911,78.42,0.3941,39.26,0.1973,1.29,0.0065,22.97,0.82,1,0.572,29,woman,high,82.559,1896.38,23147.99,517.69,21.773,500.12,8867.08,303.76,18.012,413.74,12649.13,370.27,13.423,308.32,43239.96,855.15,24.039,552.18,14231.86,262.51,5.242,120.4,415.95,4.66,0.071,1.62
2.23,0.53,0.2377,0.18,0.0807,0.41,0.1839,0.15,0.0673,0.37,0.1659,0.59,0.2646,18.32,0.788,12,0.378,63,woman,high,0.761,13.95,267.61,5.53,0.219,4.01,68.2,2.39,0.158,2.9,273.22,8.07,0.271,4.97,76.16,1.32,0.036,0.66,142.8,2.1,0.045,0.83,187.83,2.17,0.032,0.59
2.71,0.24,0.0886,0.28,0.1033,0.09,0.0332,1.25,0.4613,0.44,0.1624,0.42,0.155,22.41,0.878,9,0.072,79,woman,high,1.01,22.63,134.46,3.15,0.142,3.19,119.57,4.7,0.312,6.99,64.18,1.75,0.074,1.65,663.83,13.23,0.376,8.43,192.08,3.73,0.079,1.77,130.73,1.7,0.026,0.58
1.5,0.35,0.2333,0.48,0.32,0.06,0.04,0.43,0.2867,0.11,0.0733,0.06,0.04,3.62,0.914,6,0.466,35,all,low,0.641,2.32,203.12,3.87,0.136,0.49,192.78,5.67,0.315,1.14,39.96,1.0,0.036,0.13,227.45,4.02,0.136,0.49,43.21,0.69,0.014,0.05,20.47,0.25,0.004,0.01
28.62,4.89,0.1709,12.21,0.4266,2.8,0.0978,1.92,0.0671,2.32,0.0811,4.48,0.1565,3.06,0.663,30,0.515,45,woman,low,15.649,47.89,2665.29,50.97,2.311,7.07,5197.96,153.83,10.512,32.17,2020.2,49.17,1.816,5.56,965.75,18.57,0.547,1.67,877.52,11.5,0.233,0.71,1499.08,14.45,0.231,0.71
4.41,0.97,0.22,0.67,0.1519,0.22,0.0499,0.86,0.195,0.6,0.1361,1.09,0.2472,19.52,0.71,30,0.469,60,woman,high,1.709,33.35,611.25,14.02,0.578,11.29,281.82,9.84,0.57,11.13,148.2,4.27,0.16,3.11,417.01,8.37,0.248,4.84,246.07,4.35,0.097,1.89,356.58,4.0,0.056,1.09
4.25,0.4,0.0941,0.36,0.0847,1.09,0.2565,0.2,0.0471,1.33,0.3129,0.87,0.2047,2.66,0.758,3,0.441,22,man,high,1.254,3.34,191.4,4.27,0.168,0.45,144.42,4.88,0.312,0.83,737.83,17.04,0.532,1.42,102.66,1.96,0.052,0.14,455.71,7.58,0.15,0.4,262.72,2.71,0.038,0.1
195.74,34.64,0.177,19.69,0.1006,20.54,0.1049,84.7,0.4327,21.29,0.1088,14.89,0.0761,19.79,0.729,24,0.327,31,man,low,70.156,1388.38,19210.29,424.8,17.271,341.8,7125.28,221.8,12.88,254.9,13992.78,381.15,12.572,248.79,39952.83,755.06,23.729,469.59,8495.61,138.56,2.896,57.31,4344.91,52.32,0.808,15.99
8.27,0.59,0.0713,0.81,0.0979,2.66,0.3216,0.15,0.0181,2.85,0.3446,1.21,0.1463,15.78,0.883,29,0.098,69,man,high,3.543,55.91,340.96,7.72,0.34,5.37,337.36,12.28,0.692,10.92,2078.45,59.07,2.028,32.0,76.24,1.63,0.054,0.85,1098.18,17.4,0.356,5.63,419.13,5.06,0.072,1.14
10.27,1.7,0.1655,3.73,0.3632,0.03,0.0029,1.91,0.186,2.08,0.2025,0.83,0.0808,17.3,0.237,25,0.416,40,man,low,4.541,78.56,999.29,17.86,0.712,12.32,1611.37,46.56,3.032,52.46,20.27,0.47,0.016,0.27,975.93,15.83,0.533,9.23,839.28,10.95,0.212,3.67,259.47,2.34,0.035,0.61
4.89,0.07,0.0143,0.19,0.0389,0.56,0.1145,1.76,0.3599,1.73,0.3538,0.59,0.1207,14.36,0.757,5,0.152,55,woman,low,1.259,18.08,36.77,0.74,0.033,0.48,87.4,2.9,0.163,2.34,390.73,9.44,0.324,4.66,827.15,16.46,0.506,7.27,633.89,9.4,0.2,2.88,179.91,1.96,0.032,0.45
1.57,0.44,0.2803,0.3,0.1911,0.05,0.0318,0.42,0.2675,0.33,0.2102,0.02,0.0127,5.86,0.579,17,0.232,16,man,high,0.609,3.57,209.05,5.01,0.227,1.33,108.92,3.49,0.205,1.2,33.66,0.89,0.03,0.18,212.3,3.61,0.105,0.61,130.99,2.12,0.041,0.24,6.21,0.07,0.001,0.01
12.99,1.9,0.1463,1.47,0.1132,0.56,0.0431,5.92,0.4557,1.95,0.1501,1.19,0.0916,11.12,0.427,6,0.101,15,woman,low,3.555,39.53,994.76,19.31,0.645,7.18,558.04,17.07,0.901,10.02,395.01,10.41,0.364,4.04,2726.85,50.86,1.425,15.84,715.62,8.96,0.172,1.92,378.32,3.39,0.047,0.53
2.06,0.28,0.1359,0.37,0.1796,0.29,0.1408,0.04,0.0194,1.01,0.4903,0.06,0.0291,23.34,0.644,7,0.548,45,woman,high,0.736,17.17,164.36,3.41,0.139,3.25,150.11,5.2,0.239,5.57,214.51,6.04,0.208,4.85,18.67,0.37,0.011,0.26,395.13,6.27,0.136,3.16,18.65,0.21,0.003,0.07
45.54,7.32,0.1607,4.39,0.0964,13.17,0.2892,8.45,0.1856,3.71,0.0815,8.5,0.1866,22.75,0.521,10,0.36,23,man,all,18.196,413.96,4307.15,73.6,3.169,72.1,1876.23,56.66,3.836,87.27,8124.61,234.86,7.895,179.6,4305.73,91.34,2.44,55.5,1474.97,22.68,0.502,11.41,2793.57,25.53,0.355,8.08
30.76,1.43,0.0465,4.38,0.1424,9.69,0.315,5.8,0.1886,8.61,0.2799,0.85,0.0276,15.22,0.851,26,0.172,64,woman,high,14.987,228.1,808.59,18.02,0.654,9.96,1885.25,65.96,3.889,59.19,6347.44,200.56,7.551,114.92,2757.83,56.58,1.806,27.48,3374.35,56.94,1.027,15.63,299.18,3.96,0.061,0.92
16.74,5.4,0.3226,4.39,0.2622,2.41,0.144,2.2,0.1314,0.36,0.0215,1.98,0.1183,3.58,0.829,18,0.238,58,man,high,8.038,28.77,2995.67,61.75,2.365,8.46,1583.69,51.66,3.321,11.89,1723.77,55.26,1.575,5.64,1063.78,21.23,0.614,2.2,137.85,2.35,0.049,0.18,618.61,7.26,0.114,0.41
3.68,0.17,0.0462,0.1,0.0272,0.18,0.0489,1.47,0.3995,1.76,0.4783,0.01,0.0027,22.89,0.872,2,0.131,46,woman,all,0.802,18.36,91.27,1.81,0.069,1.58,36.38,1.15,0.065,1.49,127.65,3.25,0.11,2.52,721.54,12.66,0.352,8.07,651.73,10.13,0.205,4.68,3.14,0.04,0.001,0.01
93.89,7.11,0.0757,11.45,0.122,16.63,0.1771,3.36,0.0358,49.59,0.5282,5.74,0.0611,18.41,0.685,4,0.545,42,man,low,30.096,554.07,3762.3,70.3,2.781,51.21,4858.08,131.26,6.657,122.56,11904.93,320.38,12.125,223.23,1642.15,28.29,0.867,15.97,18453.47,353.3,7.398,136.2,1801.58,18.7,0.266,4.91
2.61,0.07,0.0268,0.05,0.0192,1.08,0.4138,0.33,0.1264,0.54,0.2069,0.53,0.2031,23.86,0.377,2,0.411,56,woman,low,0.72,17.18,39.64,0.76,0.035,0.82,19.57,0.51,0.027,0.64,761.21,17.08,0.499,11.9,160.85,2.51,0.075,1.78,207.61,2.9,0.062,1.47,179.98,1.49,0.024,0.57
35.06,3.15,0.0898,8.12,0.2316,6.47,0.1845,6.47,0.1845,3.73,0.1064,7.12,0.2031,17.13,0.764,25,0.098,74,man,high,14.44,247.35,1670.11,33.52,1.45,24.83,3174.11,110.05,6.143,105.22,4479.06,126.52,4.395,75.29,3312.34,67.82,1.703,29.17,1566.37,27.58,0.47,8.05,2099.8,22.1,0.279,4.78
35.25,2.67,0.0757,11.88,0.337,8.98,0.2548,2.2,0.0624,7.7,0.2184,1.82,0.0516,12.62,0.641,30,0.127,55,man,high,19.861,250.65,1528.6,34.87,1.379,17.41,5380.92,168.05,10.299,129.97,6185.42,170.84,6.541,82.54,1044.39,19.31,0.622,7.85,2943.09,48.36,0.903,11.39,615.78,7.27,0.118,1.49
7.18,2.07,0.2883,2.27,0.3162,0.66,0.0919,0.29,0.0404,0.77,0.1072,1.11,0.1546,12.25,0.703,25,0.25,49,woman,high,3.379,41.4,1068.17,21.84,0.862,10.57,892.33,31.46,1.844,22.59,457.16,11.28,0.438,5.37,132.51,2.86,0.081,0.99,289.59,5.05,0.099,1.21,358.03,3.97,0.055,0.68
58.66,6.04,0.103,4.57,0.0779,5.85,0.0997,30.35,0.5174,2.37,0.0404,9.48,0.1616,14.7,0.966,14,0.375,49,man,all,20.593,302.72,3077.86,64.68,2.669,39.24,1834.38,61.56,3.683,54.14,4131.06,103.3,4.446,65.36,15606.52,281.34,8.803,129.4,926.03,18.3,0.404,5.94,3218.03,37.67,0.588,8.64
13.07,0.63,0.0482,1.42,0.1086,5.09,0.3894,0.79,0.0604,4.48,0.3428,0.67,0.0513,14.07,0.84,11,0.515,51,man,all,6.376,89.72,364.98,8.23,0.34,4.79,576.95,19.97,1.323,18.62,3803.62,102.74,3.874,54.5,368.71,7.18,0.212,2.98,1610.53,27.46,0.597,8.4,212.48,2.35,0.03,0.43
4.3,1.02,0.2372,0.41,0.0953,0.71,0.1651,0.42,0.0977,0.27,0.0628,1.46,0.3395,16.96,0.885,25,0.194,40,woman,high,1.522,25.82,590.72,12.09,0.48,8.13,169.91,6.31,0.428,7.25,423.5,13.26,0.39,6.61,205.82,4.92,0.124,2.1,94.67,1.55,0.031,0.53,408.51,4.27,0.07,1.19
32.02,3.63,0.1134,3.34,0.1043,4.38,0.1368,6.58,0.2055,4.26,0.133,9.84,0.3073,6.14,0.53,8,0.55,24,man,all,8.982,55.15,2027.03,44.09,1.625,9.98,1367.23,36.87,2.125,13.05,3325.24,87.58,2.678,16.44,3139.46,59.44,1.665,10.22,1591.81,22.14,0.461,2.83,3276.61,33.34,0.428,2.63
2.62,0.46,0.1756,0.31,0.1183,0.7,0.2672,0.39,0.1489,0.59,0.2252,0.18,0.0687,3.1,0.612,2,0.245,39,man,all,1.09,3.38,252.82,4.31,0.169,0.52,140.29,4.61,0.283,0.88,503.42,11.31,0.463,1.43,195.73,3.35,0.101,0.31,207.3,3.31,0.065,0.2,55.86,0.63,0.01,0.03
20.74,0.62,0.0299,0.54,0.026,7.07,0.3409,1.03,0.0497,9.56,0.4609,1.92,0.0926,3.67,0.938,1,0.353,41,man,low,7.985,29.3,363.02,7.38,0.302,1.11,232.36,7.07,0.438,1.61,4876.2,133.56,5.642,20.71,542.31,10.03,0.291,1.07,3888.08,61.59,1.206,4.43,666.27,6.33,0.106,0.39
24.23,3.68,0.1519,0.95,0.0392,2.68,0.1106,1.5,0.0619,11.39,0.4701,4.04,0.1667,13.3,0.861,30,0.55,46,woman,all,6.741,89.66,2071.49,47.65,2.007,26.69,399.65,13.78,0.819,10.89,1900.71,45.87,1.689,22.47,758.19,15.78,0.474,6.3,4371.69,68.55,1.514,20.13,1320.82,17.04,0.239,3.18
12.74,4.63,0.3634,3.37,0.2645,0.88,0.0691,1.29,0.1013,1.63,0.1279,0.94,0.0738,15.5,0.903,23,0.519,35,man,low,6.026,93.4,2545.49,60.14,2.146,33.27,1426.52,48.0,2.85,44.18,603.82,12.59,0.448,6.94,612.94,11.55,0.338,5.25,572.17,9.68,0.2,3.1,266.19,2.85,0.043,0.66
26.57,1.24,0.0467,3.44,0.1295,8.28,0.3116,5.56,0.2093,3.83,0.1441,4.21,0.1584,19.08,0.786,16,0.296,18,man,all,10.883,207.66,652.19,14.84,0.523,9.98,1361.46,46.36,2.97,56.66,5837.56,154.45,5.389,102.81,2569.79,43.39,1.305,24.9,1641.03,23.16,0.503,9.61,1322.9,12.26,0.193,3.69
